Livermore High,High School,799,7,600 Maple Street,Livermore,Alameda County,94550,CA,-1.21761763900000E+002,+3.76805078000000E+001
Marylin Avenue Elementary,Elementary School,834,7,800 Marylin Avenue,Livermore,Alameda County,94551,CA,-1.21786080700000E+002,+3.76845737000000E+001
Rancho Las Positas Elementary,Elementary School,852,7,401 East Jack London Boulevard,Livermore,Alameda County,94551,CA,-1.21796617100000E+002,+3.76883541000000E+001
John F. Kennedy Elementary,Elementary School,856,7,35430 Blackburn Drive,Newark,Alameda County,94560,CA,-1.22042125400000E+002,+3.75517508000000E+001
Lincoln Elementary,Elementary School,836,7,36111 Bettencourt Street,Newark,Alameda County,94560,CA,-1.22052493800000E+002,+3.75357981000000E+001
Achieve Academy,Elementary School˜,833,7,1700 28th Avenue,Oakland,Alameda County,94601,CA,-1.22226713900000E+002,+3.77820756000000E+001
Aspire Berkley Maynard Academy,Elementary School˜,833,7,6200 San Pablo Avenue,Oakland,Alameda County,94608,CA,-1.22284361600000E+002,+3.78452517000000E+001
Aspire ERES Academy,Elementary School˜,833,7,1936 Courtland Avenue,Oakland,Alameda County,94601,CA,-1.22211710100000E+002,+3.77757059000000E+001
Kaiser Elementary,Elementary School,856,7,25 South Hill Court,Oakland,Alameda County,94618,CA,-1.22231954800000E+002,+3.78534935000000E+001
Lighthouse Community Charter High,High School˜,799,7,444 Hegenberger Road,Oakland,Alameda County,94621,CA,-1.22195720000000E+002,+3.77361148000000E+001
Parker Elementary,Elementary School,852,7,7929 Ney Avenue,Oakland,Alameda County,94605,CA,-1.22165736500000E+002,+3.77655642000000E+001
Redwood Heights Elementary,Elementary School,854,7,4401 39th Avenue,Oakland,Alameda County,94619,CA,-1.22186350000000E+002,+3.77973788000000E+001
Think College Now,Elementary School,849,7,2825 International Boulevard,Oakland,Alameda County,94601,CA,-1.22230619000000E+002,+3.77793766000000E+001
Roosevelt Elementary,Elementary School,847,7,951 Dowling Boulevard,San Leandro,Alameda County,94577,CA,-1.22146903300000E+002,+3.77359567000000E+001
Arroyo High,High School,790,7,15701 Lorenzo Avenue,San Lorenzo,Alameda County,94580,CA,-1.22139099600000E+002,+3.76800314000000E+001
Pioneer Elementary,Elementary School,842,7,32737 Bel Aire Street,Union City,Alameda County,94587,CA,-1.22071392300000E+002,+3.75720208000000E+001
Alameda High,High School,819,8,2201 Encinal Avenue,Alameda,Alameda County,94501,CA,-1.22247336100000E+002,+3.77643590000000E+001
Donald D. Lum Elementary,Elementary School,876,8,1801 Sandcreek Way,Alameda,Alameda County,94501,CA,-1.22260174200000E+002,+3.77616994000000E+001
Ocean View Elementary,Elementary School,884,8,1000 Jackson Street,Albany,Alameda County,94706,CA,-1.22301410400000E+002,+3.78866630000000E+001
Berkeley Arts Magnet at Whittier,Elementary School,872,8,1645 Milvia Street,Berkeley,Alameda County,94709,CA,-1.22270853600000E+002,+3.78769654000000E+001
Thousand Oaks Elementary,Elementary School,868,8,840 Colusa Avenue,Berkeley,Alameda County,94707,CA,-1.22280763200000E+002,+3.78925299000000E+001
Washington Elementary,Elementary School,869,8,2300 Martin Luther King Junior Way,Berkeley,Alameda County,94704,CA,-1.22273127700000E+002,+3.78666472000000E+001
Castro Valley High,High School,819,8,19400 Santa Maria Avenue,Castro Valley,Alameda County,94546,CA,-1.22076299100000E+002,+3.77045003000000E+001
Marshall Elementary,Elementary School,881,8,20111 Marshall Street,Castro Valley,Alameda County,94546,CA,-1.22066908000000E+002,+3.76981780000000E+001
Murray Elementary,Elementary School,865,8,8435 Davona Drive,Dublin,Alameda County,94568,CA,-1.21933058700000E+002,+3.77214925000000E+001
Brier Elementary,Elementary School,860,8,39201 Sundale Drive,Fremont,Alameda County,94538,CA,-1.21984697500000E+002,+3.75400094000000E+001
Centerville Junior High,Middle School,855,8,37720 Fremont Boulevard,Fremont,Alameda County,94536,CA,-1.22000201000000E+002,+3.75565790000000E+001
Circle of Independent Learning,High School˜,807,8,4700 Calaveras Avenue,Fremont,Alameda County,94538,CA,-1.21990844900000E+002,+3.75380314000000E+001
Patterson Elementary,Elementary School,859,8,35521 Cabrillo Drive,Fremont,Alameda County,94536,CA,-1.22030955000000E+002,+3.75617551000000E+001
Tom Maloney Elementary,Elementary School,875,8,38700 Logan Drive,Fremont,Alameda County,94536,CA,-1.21998345700000E+002,+3.75458231000000E+001
Altamont Creek Elementary,Elementary School,876,8,6500 Garaventa Ranch Road,Livermore,Alameda County,94551,CA,-1.21718838700000E+002,+3.77227060000000E+001
Arroyo Seco Elementary,Elementary School,863,8,5280 Irene Way,Livermore,Alameda County,94550,CA,-1.21728159000000E+002,+3.76845770000000E+001
Jackson Avenue Elementary,Elementary School,867,8,554 Jackson Avenue,Livermore,Alameda County,94550,CA,-1.21741471900000E+002,+3.76850539000000E+001
Leo R. Croce Elementary,Elementary School,859,8,5650 Scenic Avenue,Livermore,Alameda County,94551,CA,-1.21728310500000E+002,+3.77180354000000E+001
Livermore Valley Charter Preparatory Hig,High School˜,802,8,2451 Portola Avenue,Livermore,Alameda County,94551,CA,-1.21770574800000E+002,+3.76901065000000E+001
Aspire Lionel Wilson College Preparatory,High School˜,807,8,400 105th Avenue,Oakland,Alameda County,94603,CA,-1.22180094800000E+002,+3.77296230000000E+001
Conservatory of Vocal/Instrumental Arts,Elementary School˜,873,8,3800 Mountain Boulevard,Oakland,Alameda County,94619,CA,-1.22184584700000E+002,+3.77997423000000E+001
Glenview Elementary,Elementary School,872,8,4215 La Cresta Avenue,Oakland,Alameda County,94602,CA,-1.22219759000000E+002,+3.78058910000000E+001
Madison Elementary,Elementary School,878,8,14751 Juniper Street,San Leandro,Alameda County,94579,CA,-1.22160715800000E+002,+3.76953578000000E+001
Frank Otis Elementary,Elementary School,913,9,3010 Fillmore Street,Alameda,Alameda County,94501,CA,-1.22238538400000E+002,+3.77542251000000E+001
Franklin Elementary,Elementary School,902,9,1433 San Antonio Avenue,Alameda,Alameda County,94501,CA,-1.22261126600000E+002,+3.77688601000000E+001
Lincoln Middle,Middle School,904,9,1250 Fernside Boulevard,Alameda,Alameda County,94501,CA,-1.22232073000000E+002,+3.77517680000000E+001
Albany High,High School,860,9,603 Key Route Boulevard,Albany,Alameda County,94706,CA,-1.22292092500000E+002,+3.78962091000000E+001
Cornell Elementary,Elementary School,911,9,920 Talbot Avenue,Albany,Alameda County,94706,CA,-1.22295453400000E+002,+3.78898260000000E+001
Jefferson Elementary,Elementary School,916,9,1400 Ada Street,Berkeley,Alameda County,94702,CA,-1.22285239500000E+002,+3.78789872000000E+001
Malcolm X Elementary,Elementary School,890,9,1731 Prince Street,Berkeley,Alameda County,94703,CA,-1.22273564700000E+002,+3.78525375000000E+001
Martin Luther King Middle,Middle School,883,9,1781 Rose Street,Berkeley,Alameda County,94703,CA,-1.22276402700000E+002,+3.78822750000000E+001
Oxford Elementary,Elementary School,888,9,1130 Oxford Street,Berkeley,Alameda County,94707,CA,-1.22268320200000E+002,+3.78874684000000E+001
Rosa Parks Environmental Science Magnet,Elementary School,904,9,920 Allston Way,Berkeley,Alameda County,94710,CA,-1.22294599900000E+002,+3.78656113000000E+001
Canyon Middle,Middle School,884,9,19600 Cull Canyon Road,Castro Valley,Alameda County,94552,CA,-1.22051545500000E+002,+3.77046205000000E+001
Chabot Elementary,Elementary School,901,9,19104 Lake Chabot Road,Castro Valley,Alameda County,94546,CA,-1.22089247500000E+002,+3.77071611000000E+001
Creekside Middle,Middle School,889,9,19722 Center Street,Castro Valley,Alameda County,94546,CA,-1.22061115100000E+002,+3.76996150000000E+001
Proctor Elementary,Elementary School,907,9,17520 Redwood Road,Castro Valley,Alameda County,94546,CA,-1.22072545400000E+002,+3.77161517000000E+001
Stanton Elementary,Elementary School,891,9,2644 Somerset Avenue,Castro Valley,Alameda County,94546,CA,-1.22093764000000E+002,+3.77006020000000E+001
Frederiksen Elementary,Elementary School,904,9,7243 Tamarack Drive,Dublin,Alameda County,94568,CA,-1.21922597500000E+002,+3.77152902000000E+001
Wells Middle,Middle School,874,9,6800 Penn Drive,Dublin,Alameda County,94568,CA,-1.21919004100000E+002,+3.77123353000000E+001
American High,High School,842,9,36300 Fremont Boulevard,Fremont,Alameda County,94536,CA,-1.22016963800000E+002,+3.75633610000000E+001
Brookvale Elementary,Elementary School,905,9,3400 Nicolet Avenue,Fremont,Alameda County,94536,CA,-1.22015175700000E+002,+3.75685639000000E+001
Glenmoor Elementary,Elementary School,890,9,4620 Mattos Drive,Fremont,Alameda County,94536,CA,-1.22004862400000E+002,+3.75452351000000E+001
Harvey Green Elementary,Elementary School,890,9,42875 Gatewood Street,Fremont,Alameda County,94538,CA,-1.21958880700000E+002,+3.75192764000000E+001
John G. Mattos Elementary,Elementary School,892,9,37944 Farwell Drive,Fremont,Alameda County,94536,CA,-1.22011949400000E+002,+3.75394838000000E+001
Oliveira Elementary,Elementary School,889,9,4180 Alder Avenue,Fremont,Alameda County,94536,CA,-1.22016801700000E+002,+3.75602901000000E+001
Steven Millard Elementary,Elementary School,887,9,5200 Valpey Park Avenue,Fremont,Alameda County,94538,CA,-1.21974913900000E+002,+3.75193351000000E+001
Thornton Junior High,Middle School,903,9,4357 Thornton Avenue,Fremont,Alameda County,94536,CA,-1.22015868700000E+002,+3.75564237000000E+001
Warwick Elementary,Elementary School,907,9,3375 Warwick Road,Fremont,Alameda County,94555,CA,-1.22031648400000E+002,+3.75769377000000E+001
Leadership Public Schools - Hayward,High School˜,857,9,28000 Calaroga Avenue,Hayward,Alameda County,94545,CA,-1.22087107600000E+002,+3.76232272000000E+001
Emma C. Smith Elementary,Elementary School,909,9,391 Ontario Drive,Livermore,Alameda County,94550,CA,-1.21797026800000E+002,+3.76662821000000E+001
Granada High,High School,837,9,400 Wall Street,Livermore,Alameda County,94550,CA,-1.21787590900000E+002,+3.76748602000000E+001
Sunset Elementary,Elementary School,908,9,1671 Frankfurt Way,Livermore,Alameda County,94550,CA,-1.21774495900000E+002,+3.76626467000000E+001
William Mendenhall Middle,Middle School,901,9,1701 El Padro Drive,Livermore,Alameda County,94550,CA,-1.21793115800000E+002,+3.76633322000000E+001
Livermore Valley Charter,Elementary School˜,910,9,3142 Constitution Drive,Livermore,Alameda County,94551,CA,-1.21818411500000E+002,+3.77048388000000E+001
James L. Bunker Elementary,Elementary School,895,9,6071 Smith Avenue,Newark,Alameda County,94560,CA,-1.22015494700000E+002,+3.75292423000000E+001
Joaquin Miller Elementary,Elementary School,908,9,5525 Ascot Drive,Oakland,Alameda County,94611,CA,-1.22201756600000E+002,+3.78188596000000E+001
KIPP Bridge Charter,Middle School˜,905,9,991 14th Street,Oakland,Alameda County,94607,CA,-1.22282723700000E+002,+3.78083933000000E+001
North Oakland Community Charter,Elementary School˜,891,9,1000 42nd Street,Oakland,Alameda County,94608,CA,-1.22276516500000E+002,+3.78332024000000E+001
Oakland School for the Arts,High School˜,837,9,530 18th Street,Oakland,Alameda County,94612,CA,-1.22270647500000E+002,+3.78081419000000E+001
Alisal Elementary,Elementary School,887,9,1454 Santa Rita Road,Pleasanton,Alameda County,94566,CA,-1.21872527000000E+002,+3.76716908000000E+001
Lydiksen Elementary,Elementary School,891,9,7700 Highland Oaks Drive,Pleasanton,Alameda County,94588,CA,-1.21921051600000E+002,+3.76805671000000E+001
Valley View Elementary,Elementary School,889,9,480 Adams Way,Pleasanton,Alameda County,94566,CA,-1.21862219800000E+002,+3.76605134000000E+001
KIPP King Collegiate High,High School˜,833,9,2005 Via Barrett,San Lorenzo,Alameda County,94580,CA,-1.22150095800000E+002,+3.76743190000000E+001
Delaine Eastin Elementary,Elementary School,896,9,34901 Eastin Drive,Union City,Alameda County,94587,CA,-1.22074190000000E+002,+3.75675191000000E+001
Alameda Community Learning Center,High School˜,869,10,400 Grand Street,Alameda,Alameda County,94501,CA,-1.22262799800000E+002,+3.77605829000000E+001
Alameda Science and Technology Institute,High School,925,10,555 Atlantic Avenue,Alameda,Alameda County,94501,CA,-1.22280419700000E+002,+3.77798397000000E+001
Amelia Earhart Elementary,Elementary School,956,10,400 Packet Landing Road,Alameda,Alameda County,94502,CA,-1.22238152000000E+002,+3.77446610000000E+001
Bay Farm Elementary,Elementary School,933,10,200 Aughinbaugh Way,Alameda,Alameda County,94502,CA,-1.22251922300000E+002,+3.77441211000000E+001
Edison Elementary,Elementary School,948,10,2700 Buena Vista Avenue,Alameda,Alameda County,94501,CA,-1.22235030500000E+002,+3.77643600000000E+001
Albany Middle,Middle School,921,10,1259 Brighton Avenue,Albany,Alameda County,94706,CA,-1.22294904100000E+002,+3.78980465000000E+001
Marin Elementary,Elementary School,933,10,1001 Santa Fe Avenue,Albany,Alameda County,94706,CA,-1.22288205000000E+002,+3.78886419000000E+001
Independent Elementary,Elementary School,952,10,21201 Independent School Road,Castro Valley,Alameda County,94552,CA,-1.22050919300000E+002,+3.76990231000000E+001
Jensen Ranch Elementary,Elementary School,982,10,20001 Carson Lane,Castro Valley,Alameda County,94552,CA,-1.22031161100000E+002,+3.77124622000000E+001
Palomares Elementary,Elementary School,918,10,6395 Palo Verde Road,Castro Valley,Alameda County,94552,CA,-1.22025518900000E+002,+3.76946947000000E+001
Vannoy Elementary,Elementary School,933,10,5100 Vannoy Avenue,Castro Valley,Alameda County,94546,CA,-1.22058824200000E+002,+3.77071601000000E+001
Dublin Elementary,Elementary School,917,10,7997 Vomac Road,Dublin,Alameda County,94568,CA,-1.21936707700000E+002,+3.77149215000000E+001
Dublin High,High School,877,10,8151 Village Parkway,Dublin,Alameda County,94568,CA,-1.21924030000000E+002,+3.77205650000000E+001
Elementary,Middle School,931,10,3601 Kohnen Way,Dublin,Alameda County,94568,CA,-1.21866211800000E+002,+3.77157833000000E+001
Harold William Kolb,Elementary School,939,10,3150 Palermo Way,Dublin,Alameda County,94568,CA,-1.21858816700000E+002,+3.77120653000000E+001
James Dougherty Elementary,Elementary School,955,10,5301 Hibernia Drive,Dublin,Alameda County,94568,CA,-1.21884616700000E+002,+3.77098673000000E+001
John Green Elementary,Elementary School,963,10,3300 Antone Way,Dublin,Alameda County,94568,CA,-1.21862340400000E+002,+3.77185198000000E+001
Ardenwood Elementary,Elementary School,965,10,33955 Emilia Lane,Fremont,Alameda County,94555,CA,-1.22052894100000E+002,+3.75725656000000E+001
Forest Park Elementary,Elementary School,985,10,34400 Maybird Circle,Fremont,Alameda County,94555,CA,-1.22052253100000E+002,+3.75620053000000E+001
Fred E. Weibel Elementary,Elementary School,970,10,45135 South Grimmer Boulevard,Fremont,Alameda County,94539,CA,-1.21925809300000E+002,+3.75060635000000E+001
Irvington High,High School,884,10,41800 Blacow Road,Fremont,Alameda County,94538,CA,-1.21966803600000E+002,+3.75235007000000E+001
James Leitch Elementary,Elementary School,959,10,47100 Fernald Street,Fremont,Alameda County,94539,CA,-1.21923424500000E+002,+3.74869766000000E+001
John Gomes Elementary,Elementary School,992,10,555 Lemos Lane,Fremont,Alameda County,94539,CA,-1.21948690100000E+002,+3.75506571000000E+001
John M. Horner Junior High,Middle School,920,10,41365 Chapel Way,Fremont,Alameda County,94538,CA,-1.21964944400000E+002,+3.75304184000000E+001
Joshua Chadbourne Elementary,Elementary School,975,10,801 Plymouth Avenue,Fremont,Alameda County,94539,CA,-1.21939987100000E+002,+3.75423872000000E+001
Mission San Jose Elementary,Elementary School,996,10,43545 Bryant Street,Fremont,Alameda County,94539,CA,-1.21922240300000E+002,+3.75282681000000E+001
Mission San Jose High,High School,951,10,41717 Palm Avenue,Fremont,Alameda County,94539,CA,-1.21933798000000E+002,+3.75442976000000E+001
Mission Valley Elementary,Elementary School,960,10,41700 Denise Street,Fremont,Alameda County,94539,CA,-1.21946149200000E+002,+3.75366305000000E+001
Niles Elementary,Elementary School,925,10,37141 2nd Street,Fremont,Alameda County,94536,CA,-1.21985042100000E+002,+3.75762703000000E+001
O. N. Hirsch Elementary,Elementary School,928,10,41399 Chapel Way,Fremont,Alameda County,94538,CA,-1.21963323200000E+002,+3.75281336000000E+001
Parkmont Elementary,Elementary School,951,10,2601 Parkside Drive,Fremont,Alameda County,94536,CA,-1.21984043200000E+002,+3.75606035000000E+001
Warm Springs Elementary,Elementary School,978,10,47370 Warm Springs Boulevard,Fremont,Alameda County,94539,CA,-1.21923050400000E+002,+3.74827569000000E+001
William Hopkins Junior High,Middle School,986,10,600 Driscoll Road,Fremont,Alameda County,94539,CA,-1.21941872400000E+002,+3.75469013000000E+001
Yu Ming Charter,Elementary School˜,944,10,321 10th Street,Oakland,Alameda County,94607,CA,-1.22269946600000E+002,+3.78001339000000E+001
American Indian Public Charter,Middle School˜,971,10,3637 Magee Avenue,Oakland,Alameda County,94619,CA,-1.22199353600000E+002,+3.77937362000000E+001
American Indian Public Charter School II,Middle School˜,942,10,171 12th Street,Oakland,Alameda County,94607,CA,-1.22265475900000E+002,+3.78000953000000E+001
American Indian Public High,High School˜,927,10,3637 Magee Avenue,Oakland,Alameda County,94619,CA,-1.22199353600000E+002,+3.77937362000000E+001
Chabot Elementary,Elementary School,938,10,6686 Chabot Road,Oakland,Alameda County,94618,CA,-1.22240911500000E+002,+3.78505437000000E+001
Cleveland Elementary,Elementary School,918,10,745 Cleveland Street,Oakland,Alameda County,94606,CA,-1.22243751700000E+002,+3.78039122000000E+001
Crocker Highlands Elementary,Elementary School,950,10,525 Midcrest Road,Oakland,Alameda County,94610,CA,-1.22227222500000E+002,+3.78109692000000E+001
Hillcrest Elementary,Elementary School,958,10,30 Marguerite Drive,Oakland,Alameda County,94618,CA,-1.22232688400000E+002,+3.78406516000000E+001
Lincoln Elementary,Elementary School,931,10,225 11th Street,Oakland,Alameda County,94607,CA,-1.22267160600000E+002,+3.77997843000000E+001
Montclair Elementary,Elementary School,954,10,1757 Mountain Boulevard,Oakland,Alameda County,94611,CA,-1.22212832600000E+002,+3.78308501000000E+001
Oakland Charter Academy,Middle School˜,913,10,3001 International Boulevard,Oakland,Alameda County,94601,CA,-1.22228110000000E+002,+3.77784000000000E+001
Oakland Charter High,High School˜,938,10,345 12th Street,Oakland,Alameda County,94607,CA,-1.22269470100000E+002,+3.78018011000000E+001
Peralta Elementary,Elementary School,942,10,460 63rd Street,Oakland,Alameda County,94609,CA,-1.22258928300000E+002,+3.78496814000000E+001
Thornhill Elementary,Elementary School,946,10,5880 Thornhill Drive,Oakland,Alameda County,94611,CA,-1.22211594200000E+002,+3.78361730000000E+001
Beach Elementary,Elementary School,966,10,100 Lake Avenue,Piedmont,Alameda County,94611,CA,-1.22246361400000E+002,+3.78238510000000E+001
Havens Elementary,Elementary School,948,10,323 Highland Avenue,Piedmont,Alameda County,94611,CA,-1.22233140400000E+002,+3.78253041000000E+001
Piedmont High,High School,908,10,800 Magnolia Avenue,Piedmont,Alameda County,94611,CA,-1.22232509000000E+002,+3.78233930000000E+001
Piedmont Middle,Middle School,964,10,740 Magnolia Avenue,Piedmont,Alameda County,94611,CA,-1.22234587300000E+002,+3.78226088000000E+001
Wildwood Elementary,Elementary School,956,10,301 Wildwood Avenue,Piedmont,Alameda County,94610,CA,-1.22235032600000E+002,+3.78195936000000E+001
Amador Valley High,High School,897,10,1155 Santa Rita Road,Pleasanton,Alameda County,94566,CA,-1.21874021400000E+002,+3.76681985000000E+001
Donlon Elementary,Elementary School,918,10,4150 Dorman Road,Pleasanton,Alameda County,94588,CA,-1.21908325900000E+002,+3.76839722000000E+001
Fairlands Elementary,Elementary School,946,10,4151 West Las Positas Boulevard,Pleasanton,Alameda County,94588,CA,-1.21873959000000E+002,+3.76923585000000E+001
Foothill High,High School,871,10,4375 Foothill Road,Pleasanton,Alameda County,94588,CA,-1.21919330900000E+002,+3.76718221000000E+001
Harvest Park Middle,Middle School,937,10,4900 Valley Avenue,Pleasanton,Alameda County,94566,CA,-1.21882686000000E+002,+3.76755550000000E+001
Henry P. Mohr Elementary,Elementary School,969,10,3300 Dennis Drive,Pleasanton,Alameda County,94588,CA,-1.21860202000000E+002,+3.76919575000000E+001
Phoebe Apperson Hearst Elementary,Elementary School,949,10,5301 Case Avenue,Pleasanton,Alameda County,94566,CA,-1.21885618800000E+002,+3.76518112000000E+001
Pleasanton Middle,Middle School,936,10,5001 Case Avenue,Pleasanton,Alameda County,94566,CA,-1.21883925800000E+002,+3.76545518000000E+001
Thomas S. Hart Middle,Middle School,917,10,4433 Willow Road,Pleasanton,Alameda County,94588,CA,-1.21897660500000E+002,+3.76861531000000E+001
Vintage Hills Elementary,Elementary School,945,10,1125 Concord Street,Pleasanton,Alameda County,94566,CA,-1.21855499600000E+002,+3.76554658000000E+001
Walnut Grove Elementary,Elementary School,937,10,1999 Harvest Road,Pleasanton,Alameda County,94566,CA,-1.21885447900000E+002,+3.76732120000000E+001
KIPP Summit Academy,Middle School˜,933,10,2005 Via Barrett,San Lorenzo,Alameda County,94580,CA,-1.22150095800000E+002,+3.76743190000000E+001
Sunol Glen Elementary,Elementary School,937,10,11601 Main Street,Sunol,Alameda County,94586,CA,-1.21885060000000E+002,+3.75937079000000E+001
Bay Area School of Enterprise,High School˜,543,,1900 3rd Street,Alameda,Alameda County,94501,CA,-1.22287031200000E+002,+3.77790511000000E+001
Continuation Island High,High School,576,,1900 3rd Street,Alameda,Alameda County,94501,CA,-1.22287031200000E+002,+3.77790511000000E+001
Continuation MacGregor High,High School,,,601 San Gabriel Avenue,Albany,Alameda County,94706,CA,-1.22294393600000E+002,+3.78972447000000E+001
Redwood Continuation High,High School,541,,18400 Clifton Way,Castro Valley,Alameda County,94546,CA,-1.22092224200000E+002,+3.77135014000000E+001
Continuation Valley High,High School,561,,6901 York Drive,Dublin,Alameda County,94568,CA,-1.21921465300000E+002,+3.77095421000000E+001
Continuation Robertson High,High School,619,,4455 Seneca Park Avenue,Fremont,Alameda County,94538,CA,-1.21964516200000E+002,+3.75200747000000E+001
Alameda County Community,High School,493,,313 West Winton Avenue,Hayward,Alameda County,94544,CA,-1.22098357900000E+002,+3.76584694000000E+001
Brenkwitz High,High School,499,,22100 Princeton Street,Hayward,Alameda County,94541,CA,-1.22097986000000E+002,+3.76723461000000E+001
Alternative Learning Academy at Conley-C,High School,,,541 Blanche Street,Hayward,Alameda County,94544,CA,-1.22028478400000E+002,+3.76150934000000E+001
Core Learning Academy at Conley-Caraball,High School,536,,541 Blanche Street,Hayward,Alameda County,94544,CA,-1.22028478400000E+002,+3.76150934000000E+001
Continuation Royal Sunset,High School,505,,20450 Royal Avenue,Hayward,Alameda County,94541,CA,-1.22114452000000E+002,+3.76696219000000E+001
Del Valle Continuation High,High School,477,,2253 5th Street,Livermore,Alameda County,94550,CA,-1.21766644400000E+002,+3.76786422000000E+001
Vineyard Alternative,High School,712,,1401 Almond Avenue,Livermore,Alameda County,94550,CA,-1.21740363800000E+002,+3.76768784000000E+001
Continuation Bridgepoint High,High School,579,,35753 Cedar Boulevard,Newark,Alameda County,94560,CA,-1.22037328800000E+002,+3.75497787000000E+001
Civicorps Corpsmember Academy,High School,,,101 Myrtle Street,Oakland,Alameda County,94607,CA,-1.22285775000000E+002,+3.77994900000000E+001
Community Day,High School,,,4917 Mountain Boulevard,Oakland,Alameda County,94619,CA,-1.22177077600000E+002,+3.77870171000000E+001
Dewey Academy,High School,656,,1111 2nd Avenue,Oakland,Alameda County,94606,CA,-1.22258146600000E+002,+3.77968843000000E+001
Fremont High,High School,,,4610 Foothill Boulevard,Oakland,Alameda County,94601,CA,-1.22210241300000E+002,+3.77743865000000E+001
Gateway to College at Laney College,High School,,,900 Fallon Street,Oakland,Alameda County,94607,CA,-1.22263146400000E+002,+3.77968647000000E+001
Hillside Academy,High School,,,2369 84th Avenue,Oakland,Alameda County,94605,CA,-1.22166540100000E+002,+3.77597586000000E+001
Infant and Preschool Program,Elementary School,,,4521 Webster Street,Oakland,Alameda County,94609,CA,-1.22260843800000E+002,+3.78338172000000E+001
Oakland Community Day Middle,Middle School,,,4917 Mountain Boulevard,Oakland,Alameda County,94619,CA,-1.22177077600000E+002,+3.77870171000000E+001
Alternative Street Academy,High School,504,,417 29th Street,Oakland,Alameda County,94609,CA,-1.22265490700000E+002,+3.78175522000000E+001
Millennium High Alternative,High School,580,,760 Magnolia Avenue,Piedmont,Alameda County,94611,CA,-1.22233732000000E+002,+3.78228101000000E+001
Village High,High School,564,,4645 Bernal Avenue,Pleasanton,Alameda County,94566,CA,-1.21875348600000E+002,+3.76552050000000E+001
Alameda County Juvenile Hall/Court,High School,362,,2500 Fairmont Drive,San Leandro,Alameda County,94578,CA,-1.22118274900000E+002,+3.77158933000000E+001
Continuation Lincoln High,High School,574,,2600 Teagarden Street,San Leandro,Alameda County,94577,CA,-1.22159509100000E+002,+3.77081108000000E+001
James Logan High,High School,,,1800 H Street,Union City,Alameda County,94587,CA,-1.22026859500000E+002,+3.75899329000000E+001
California School for the Blind,High School,493,,500 Walnut Avenue,Fremont,Alameda County,94536,CA,-1.21965473800000E+002,+3.75618224000000E+001
California School for the Deaf-Fremont,High School,560,,39350 Gallaudet Drive,Fremont,Alameda County,94538,CA,-1.21963192000000E+002,+3.75593857000000E+001
Sequoia Community Day,High School,436,1,763 Green Street,East Palo Alto,San Mateo County,94303,CA,-1.22138158000000E+002,+3.74646700000000E+001
East Palo Alto Academy,High Schoolÿ,615,1,475 Pope Street,Menlo Park,San Mateo County,94025,CA,-1.22157200600000E+002,+3.74616849000000E+001
Ronald McNair Academy,Middle School,621,1,2033 Pulgas Avenue,East Palo Alto,San Mateo County,94303,CA,-1.22130797800000E+002,+3.74622273000000E+001
Cesar Chavez Elementary,Middle School,640,1,2450 Ralmar Avenue,East Palo Alto,San Mateo County,94303,CA,-1.22145398400000E+002,+3.74736192000000E+001
Belle Haven Elementary,Elementary School,661,1,415 Ivy Drive,Menlo Park,San Mateo County,94025,CA,-1.22160977400000E+002,+3.74765924000000E+001
Garfield Elementary,Elementary School,662,1,3600 Middlefield Road,Menlo Park,San Mateo County,94025,CA,-1.22202251700000E+002,+3.74700673000000E+001
Los Robles Magnet Academy,Elementary School,675,1,2450 Ralmar Avenue,East Palo Alto,San Mateo County,94303,CA,-1.22145398400000E+002,+3.74736192000000E+001
John Gill Elementary,Elementary School,699,1,555 Avenue Del Ora,Redwood City,San Mateo County,94062,CA,-1.22240780000000E+002,+3.74744870000000E+001
Linda Mar Educational Center,Elementary School,703,1,830 Rosita Road,Pacifica,San Mateo County,94044,CA,-1.22498939200000E+002,+3.75859453000000E+001
Green Oaks Academy,Elementary School,715,1,2450 Ralmar Avenue,East Palo Alto,San Mateo County,94303,CA,-1.22145398400000E+002,+3.74736192000000E+001
Pescadero Elementary,Elementary School,718,1,620 North Street,Pescadero,San Mateo County,94060,CA,-1.22378531900000E+002,+3.72562774000000E+001
Hawes Elementary,Elementary School,728,2,909 Roosevelt Avenue,Redwood City,San Mateo County,94061,CA,-1.22232159000000E+002,+3.74731753000000E+001
Selby Lane Elementary,Elementary School,730,2,170 Selby Lane,Atherton,San Mateo County,94027,CA,-1.22220210000000E+002,+3.74581150000000E+001
Hoover Elementary,Elementary School,737,2,701 Charter Street,Redwood City,San Mateo County,94063,CA,-1.22216095700000E+002,+3.74818115000000E+001
Willow Oaks Elementary,Elementary School,741,2,620 Willow Road,Menlo Park,San Mateo County,94025,CA,-1.22157303000000E+002,+3.74621000000000E+001
Fair Oaks Elementary,Elementary School,741,2,2950 Fair Oaks Avenue,Redwood City,San Mateo County,94063,CA,-1.22206062000000E+002,+3.74789130000000E+001
Parkside Elementary,Elementary School,744,2,1685 Eisenhower Street,San Mateo,San Mateo County,94403,CA,-1.22296622000000E+002,+3.75614380000000E+001
Albion H. Horrall Elementary,Elementary School,746,2,949 Ocean View Avenue,San Mateo,San Mateo County,94401,CA,-1.22301787000000E+002,+3.75692730000000E+001
