William Hopkins Junior High ,10," 600 Driscoll Rd. Fremont, CA 94539 ",986, Middle School
Yu Ming Charter ,10," 321 Tenth St. Oakland, CA 94607 ",944, Elementary School˜
American Indian Public Charter ,10," 3637 Magee Ave. Oakland, CA 94619 ",971, Middle School˜
American Indian Public Charter School II ,10," 171 12th St. Oakland, CA 94607 ",942, Middle School˜
American Indian Public High ,10," 3637 Magee Ave. Oakland, CA 94619 ",927, High School˜
Chabot Elementary ,10," 6686 Chabot Rd. Oakland, CA 94618 ",938, Elementary School
Cleveland Elementary ,10," 745 Cleveland St. Oakland, CA 94606 ",918, Elementary School
Crocker Highlands Elementary ,10," 525 Midcrest Rd. Oakland, CA 94610 ",950, Elementary School
Hillcrest Elementary ,10," 30 Marguerite Dr. Oakland, CA 94618 ",958, Elementary School
Lincoln Elementary ,10," 225 11th St. Oakland, CA 94607 ",931, Elementary School
Montclair Elementary ,10," 1757 Mountain Blvd. Oakland, CA 94611 ",954, Elementary School
Oakland Charter Academy ,10," 3001 International Blvd. Oakland, CA 94601 ",913, Middle School˜
Oakland Charter High ,10," 345 12th St. Oakland, CA 94607 ",938, High School˜
Peralta Elementary ,10," 460 63rd St. Oakland, CA 94609 ",942, Elementary School
Thornhill Elementary ,10," 5880 Thornhill Dr. Oakland, CA 94611 ",946, Elementary School
Beach Elementary ,10," 100 Lake Ave Piedmont, CA 94611 ",966, Elementary School
Havens Elementary ,10," 323 Highland Ave. Piedmont, CA 94611 ",948, Elementary School
Piedmont High ,10," 800 Magnolia Ave. Piedmont, CA 94611 ",908, High School
Piedmont Middle ,10," 740 Magnolia Ave. Piedmont, CA 94611 ",964, Middle School
Wildwood Elementary ,10," 301 Wildwood Ave Piedmont, CA 94611 ",956, Elementary School
Amador Valley High ,10," 1155 Santa Rita Rd. Pleasanton, CA 94566 ",897, High School
Donlon Elementary ,10," 4150 Dorman Rd. Pleasanton, CA 94588 ",918, Elementary School
Fairlands Elementary ,10," 4151 West Las Positas Blvd. Pleasanton, CA 94588 ",946, Elementary School
Foothill High ,10," 4375 Foothill Rd. Pleasanton, CA 94588 ",871, High School
Harvest Park Middle ,10," 4900 Valley Ave. Pleasanton, CA 94566 ",937, Middle School
Henry P. Mohr Elementary ,10," 3300 Dennis Dr. Pleasanton, CA 94588 ",969, Elementary School
Phoebe Apperson Hearst Elementary ,10," 5301 Case Ave. Pleasanton, CA 94566 ",949, Elementary School
Pleasanton Middle ,10," 5001 Case Ave. Pleasanton, CA 94566 ",936, Middle School
Thomas S. Hart Middle ,10," 4433 Willow Rd. Pleasanton, CA 94588 ",917, Middle School
Vintage Hills Elementary ,10," 1125 Concord St. Pleasanton, CA 94566 ",945, Elementary School
Walnut Grove Elementary ,10," 1999 Harvest Rd. Pleasanton, CA 94566 ",937, Elementary School
KIPP Summit Academy ,10," 2005 Via Barrett San Lorenzo, CA 94580 ",933, Middle School˜
Sunol Glen Elementary ,10," 11601 Main St. Sunol, CA 94586 ",937, Elementary School
Bay Area School of Enterprise ,  ," 1900 Third St. Alameda, CA 94501 ",543, High School˜
Continuation Island High ,  ," 1900 Third St. Alameda, CA 94501 ",576, High School
Continuation MacGregor High ,  ," 601 San Gabriel Albany, CA 94706 ",,High School
Redwood Continuation High ,  ," 18400 Clifton Way Castro Valley, CA 94546 ",541, High School
Continuation Valley High ,  ," 6901 York Dr. Dublin, CA 94568 ",561, High School
Continuation Robertson High ,  ," 4455 Seneca Park Ave. Fremont, CA 94538 ",619, High School
Alameda County Community ,  ," 313 West Winton Ave. Hayward, CA 94544 ",493, High School
Brenkwitz High ,  ," 22100 Princeton St. Hayward, CA 94541 ",499, High School
Alternative Learning Academy at Conley-C ,  ," 541 Blanche St. Hayward, CA 94544 ",,High School
Core Learning Academy at Conley-Caraball ,  ," 541 Blanche St. Hayward, CA 94544 ",536, High School
Continuation Royal Sunset ,  ," 20450 Royal Ave. Hayward, CA 94541 ",505, High School
Del Valle Continuation High ,  ," 2253 Fifth St. Livermore, CA 94550 ",477, High School
Vineyard Alternative ,  ," 1401 Almond Ave. Livermore, CA 94550 ",712, High School
Continuation Bridgepoint High ,  ," 35753 Cedar Blvd. Newark, CA 94560 ",579, High School
Civicorps Corpsmember Academy ,  ," 101 Myrtle St. Oakland, CA 94607 ",,High School
Community Day ,  ," 4917 Mountain Blvd. Oakland, CA 94619 ",,High School
Dewey Academy ,  ," 1111 2nd Ave. Oakland, CA 94606 ",656, High School
Fremont High ,  ," 4610 Foothill Blvd. Oakland, CA 94601 ",,High School
Gateway to College at Laney College ,  ," 900 Fallon St. Oakland, CA 94607 ",,High School
Hillside Academy ,  ," 2369 84th Ave. Oakland, CA 94605 ",,High School
Infant and Preschool Program ,  ," 4521 Webster St. Oakland, CA 94609 ",,Elementary School
Oakland Community Day Middle ,  ," 4917 Mountain Blvd. Oakland, CA 94619 ",,Middle School
Alternative Street Academy ,  ," 417 29th St. Oakland, CA 94609 ",504, High School
Millennium High Alternative ,  ," 760 Magnolia Ave. Piedmont, CA 94611 ",580, High School
Village High ,  ," 4645 Bernal Ave. Pleasanton, CA 94566 ",564, High School
Alameda County Juvenile Hall/Court ,  ," 2500 Fairmont Ave. San Leandro, CA 94578 ",362, High School
Continuation Lincoln High ,  ," 2600 Teagarden St. San Leandro, CA 94579 ",574, High School
James Logan High ,  ," 1800 H St. Union City, CA 94587 ",,High School
California School for the Blind , ," 500 Walnut Ave. Fremont, CA 94536 ",493, High School
California School for the Deaf-Fremont , ," 39350 Gallaudet Dr. Fremont, CA 94538 ",560, High School
